name,family,genus,species,rank,reference,publication,publicationYear,distribution,id,bhlLink,remarks,url,citationType,source,doi
Androstylanthus paraensis,Moraceae,Androstylanthus,paraensis,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 263. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),13190-2,NA,NA,www.ipni.org/n/13190-2,tax_nov,IPNI,NA
Anonocarpus amazonicus,Moraceae,Anonocarpus,amazonicus,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 39. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,"Obidos, Pará (Brazil, Southern America)",14485-2,NA,"The LT. information is from Berg, Fl. Ecuador 60: 23. 1998.",www.ipni.org/n/14485-2,tax_nov,IPNI,NA
Batocarpus maranhensis,Moraceae,Batocarpus,maranhensis,spec.,"Bol. Mus. Nac. Rio de Janeiro, Bot. 37: 9. 1968 ","Bol. Mus. Nac. Rio de Janeiro, Bot.",1968,"Maranhao (Brazil, Southern America)",29954-2,NA,NA,www.ipni.org/n/29954-2,tax_nov,IPNI,NA
Brosimopsis amplifolia,Moraceae,Brosimopsis,amplifolia,spec.,Arch. Jard. Bot. Rio de Janeiro 4: 3. 1925 ,Arch. Jard. Bot. Rio de Janeiro,1925,Brazil (Southern America),37249-2,NA,NA,www.ipni.org/n/37249-2,tax_nov,IPNI,NA
Brosimopsis diandra,Moraceae,Brosimopsis,diandra,spec.,Proc. Biol. Soc. Washington 35: 180. 1922 ,Proc. Biol. Soc. Washington,1922,Brazil (Southern America),37250-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1922&rft.spage=180&rft.volume=35&rft_id=http://www.biodiversitylibrary.org/bibliography/3622&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/37250-2,tax_nov,IPNI,NA
Brosimopsis lactescens,Moraceae,Brosimopsis,lactescens,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 473. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"Santa Cruz (= Barra do Bugres?), Mato Grosso (Brazil, Southern America)",37251-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 177. 1972.",www.ipni.org/n/37251-2,tax_nov,IPNI,NA
Brosimopsis oblongifolia,Moraceae,Brosimopsis,oblongifolia,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 31. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,"Rio Tapajos, near Periquira, Pará (Brazil, Southern America)",37252-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 177. 1972.",www.ipni.org/n/37252-2,tax_nov,IPNI,NA
Brosimopsis obovata,Moraceae,Brosimopsis,obovata,spec.,"Bull. Mus. Hist. Nat. (Paris) ser. 2, 4: 722. 1932 ",Bull. Mus. Hist. Nat. (Paris),1932,"Lower Rio Ica, between affluents of Rio Jacarapa and Rio Peruite, Amazonas (Brazil, Southern America)",37253-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 176. 1972.",www.ipni.org/n/37253-2,tax_nov,IPNI,NA
Brosimum acutifolium,Moraceae,Brosimum,acutifolium,spec.,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 6: 66. 1910 ,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1910,Brazil (Southern America),37254-2,NA,NA,www.ipni.org/n/37254-2,tax_nov,IPNI,NA
Brosimum amplicoma,Moraceae,Brosimum,amplicoma,spec.,Trop. Woods 31: 10. 1932 ,Trop. Woods,1932,"Amazonas (Brazil, Southern America)",37260-2,NA,NA,www.ipni.org/n/37260-2,tax_nov,IPNI,NA
Brosimum angustifolium,Moraceae,Brosimum,angustifolium,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 25. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),37261-2,NA,An alternative name to Piratinera angustifolia Ducke (1922).,www.ipni.org/n/37261-2,tax_nov,IPNI,NA
Brosimum caniceps,Moraceae,Brosimum,caniceps,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 156. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,"Acre (Brazil, Southern America)",37267-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=156&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/37267-2,tax_nov,IPNI,NA
Brosimum discolor,Moraceae,Brosimum,discolor,spec.,"Syst. Veg., ed. 16 [Sprengel] 4(2, Cur. Post.): 403. 1827 [Jan-Jun 1827] ","Syst. Veg., ed. 16 [Sprengel]",1827,Brazil (Southern America),37271-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 181. 1972.",www.ipni.org/n/37271-2,tax_nov,IPNI,NA
Brosimum foetidum,Moraceae,Brosimum,foetidum,spec.,Bol. Tecn. Inst. Agron. N. no. 4: 1. 1945 ,Bol. Tecn. Inst. Agron. N.,1945,"Amazonas (Brazil, Southern America)",37274-2,NA,NA,www.ipni.org/n/37274-2,tax_nov,IPNI,NA
Brosimum gaudichaudii,Moraceae,Brosimum,gaudichaudii,spec.,"Ann. Sci. Nat., Bot. sér. 3, 8: 140. 1847 ","Ann. Sci. Nat., Bot.",1847,"Near Rio Gurgueia, Piaui (Brazil, Southern America)",37275-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 184, 186. 1972.",www.ipni.org/n/37275-2,tax_nov,IPNI,NA
Brosimum glaucifolium,Moraceae,Brosimum,glaucifolium,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 29. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),37281-2,NA,An alternative name to Piratinera glaucifolia Ducke (1922).,www.ipni.org/n/37281-2,tax_nov,IPNI,NA
Brosimum glaucum,Moraceae,Brosimum,glaucum,spec.,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 4. 1890 ; 15(Beibl. 34): 16. 1892.",Bot. Jahrb. Syst.,1890,Brazil (Southern America),37282-2,NA,NA,www.ipni.org/n/37282-2,tax_nov,IPNI,NA
Brosimum glaziovii,Moraceae,Brosimum,glaziovii,spec.,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 3. 1890 ; 15(Beibl. 34): 16. 1892.",Bot. Jahrb. Syst.,1890,"Between Palmeiras and Macaco., Rio de Janeiro (Brazil, Southern America)",37283-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 186, 188. 1972.",www.ipni.org/n/37283-2,tax_nov,IPNI,NA
Brosimum krukovii,Moraceae,Brosimum,krukovii,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 157. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,"Amazonas (Brazil, Southern America)",37287-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=157&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/37287-2,tax_nov,IPNI,NA
Brosimum lanciferum,Moraceae,Brosimum,lanciferum,spec.,"Arch. Jard. Bot. Rio de Janeiro 3: 24, pl. 2d. 1922 ",Arch. Jard. Bot. Rio de Janeiro,1922,"Rio Xingu, Pará (Brazil, Southern America)",37288-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 190. 1972.",www.ipni.org/n/37288-2,tax_nov,IPNI,NA
Brosimum lecointei,Moraceae,Brosimum,lecointei,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 28. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,"Oriximina, near Lower Rio Trombetas, Pará (Brazil, Southern America)",37290-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 181. 1972.",www.ipni.org/n/37290-2,tax_nov,IPNI,NA
Brosimum longifolium,Moraceae,Brosimum,longifolium,spec.,Arq. Serv. Florest. 1: 3. 1939 ,Arq. Serv. Florest.,1939,"Amazonas (Brazil, Southern America)",37291-2,NA,NA,www.ipni.org/n/37291-2,tax_nov,IPNI,NA
Brosimum longistipulatum,Moraceae,Brosimum,longistipulatum,spec.,Trop. Woods no. 90: 7. 1947 ,Trop. Woods,1947,"Amazonas (Brazil, Southern America)",37292-2,NA,NA,www.ipni.org/n/37292-2,tax_nov,IPNI,NA
Brosimum melanopotamicum,Moraceae,Brosimum,melanopotamicum,spec.,Acta Bot. Neerl. 19: 327. ,Acta Bot. Neerl.,NA,"Amazonas (Brazil, Southern America)",37293-2,NA,NA,www.ipni.org/n/37293-2,tax_nov,IPNI,NA
Brosimum mello-barretoi,Moraceae,Brosimum,mello-barretoi,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22: 70. 1940 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1940,"Minas Gerais (Brazil, Southern America)",37294-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=70&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/37294-2,tax_nov,IPNI,NA
Brosimum myristicoides,Moraceae,Brosimum,myristicoides,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 157. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,"Amazonas (Brazil, Southern America)",37295-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=157&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/37295-2,tax_nov,IPNI,NA
Brosimum ovatifolium,Moraceae,Brosimum,ovatifolium,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 25. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),37297-2,NA,NA,www.ipni.org/n/37297-2,tax_nov,IPNI,NA
Brosimum pallescens,Moraceae,Brosimum,pallescens,spec.,Arq. Serv. Florest. 1: 3. 1939 ,Arq. Serv. Florest.,1939,"Amazonas (Brazil, Southern America)",37298-2,NA,NA,www.ipni.org/n/37298-2,tax_nov,IPNI,NA
Brosimum palmarum,Moraceae,Brosimum,palmarum,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 158. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,"Amazonas (Brazil, Southern America)",37299-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=158&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/37299-2,tax_nov,IPNI,NA
Brosimum paraense,Moraceae,Brosimum,paraense,spec.,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 6: 67. 1910 ,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1910,Brazil (Southern America),37301-2,NA,NA,www.ipni.org/n/37301-2,tax_nov,IPNI,NA
Brosimum parinarioides,Moraceae,Brosimum,parinarioides,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 27. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,"Obidos, Pará (Brazil, Southern America)",37302-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 206. 1972.",www.ipni.org/n/37302-2,tax_nov,IPNI,NA
Brosimum platyneurum,Moraceae,Brosimum,platyneurum,spec.,Arq. Serv. Florest. 1: 4. 1939 ,Arq. Serv. Florest.,1939,"Amazonas (Brazil, Southern America)",37304-2,NA,NA,www.ipni.org/n/37304-2,tax_nov,IPNI,NA
Brosimum potabile,Moraceae,Brosimum,potabile,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 26. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,"Faro, Pará (Brazil, Southern America)",37305-2,NA,"The LT. information is from Berg, Fl. Neotrop. Monogr. 7: 204. 1972.",www.ipni.org/n/37305-2,tax_nov,IPNI,NA
Brosimum rigidum,Moraceae,Brosimum,rigidum,spec.,Arch. Jard. Bot. Rio de Janeiro 3: 27. 1922 ,Arch. Jard. Bot. Rio de Janeiro,1922,Brazil (Southern America),37308-2,NA,NA,www.ipni.org/n/37308-2,tax_nov,IPNI,NA
Brosimum rubescens,Moraceae,Brosimum,rubescens,spec.,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 4. 1890 [24 Jun 1890] ",Bot. Jahrb. Syst.,1890,Brazil (Southern America),37310-2,NA,NA,www.ipni.org/n/37310-2,tax_nov,IPNI,NA
Castilla ulei,Moraceae,Castilla,ulei,spec.,Bot. Jahrb. Syst. 35(5): 674. 1905 [18 Apr 1905] ,Bot. Jahrb. Syst.,1905,Brazil (Southern America),49376-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/127189&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/49376-2,tax_nov,IPNI,NA
Clarisia mattogrossensis,Moraceae,Clarisia,mattogrossensis,spec.,"Recueil Trav. Bot. Néerl. 33: 268, fig. 3a. 1936 ",Recueil Trav. Bot. Néerl.,1936,"Mato Grosso (Brazil, Southern America)",59688-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=268&rft.volume=33&rft_id=http://www.biodiversitylibrary.org/bibliography/14679&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/59688-2,tax_nov,IPNI,NA
Dorstenia acangatara,Moraceae,Dorstenia,acangatara,spec.,Phytotaxa 118(2): 30. 2013 [29 Jul 2013] [epublished],Phytotaxa,2013,"Minas Gerais (Brazil Southeast, Brazil, Southern America);Espírito Santo (Brazil Southeast, Brazil, Southern America);",77130683-1,NA,doi:10.11646/phytotaxa.118.2.1,www.ipni.org/n/77130683-1,tax_nov,IPNI,https://doi.org/10.11646/phytotaxa.118.2.1
Dorstenia amazonica,Moraceae,Dorstenia,amazonica,spec.,"Arch. Jard. Bot. Rio de Janeiro 23: 105 (-106), fig. 1979 ",Arch. Jard. Bot. Rio de Janeiro,1979,"Araguaina, Fazenda Boa Vista, Goiás (Brazil, Southern America)",83027-2,NA,HT. collected on 28 Jan 1976,www.ipni.org/n/83027-2,tax_nov,IPNI,NA
Dorstenia anthuriifolia,Moraceae,Dorstenia,anthuriifolia,spec.,Contr. U.S. Natl. Herb. 20: 237. 1919 ,Contr. U.S. Natl. Herb.,1919,Brazil (Southern America),83028-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/374053&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/83028-2,tax_nov,IPNI,NA
Dorstenia bahiensis,Moraceae,Dorstenia,bahiensis,spec.,Index Seminum [St.Petersburg (Petropolitanus)] 11: 64 (1846). ,Index Seminum [St.Petersburg (Petropolitanus)],1846,Brazil Northeast (Bahia).,971203-1,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.spage=64&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/85629&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/971203-1,tax_nov,IPNI,NA
Dorstenia bonijesu,Moraceae,Dorstenia,bonijesu,spec.,"Atas Soc. Bot. Brasil, Secc. Rio de Janeiro 1(20): 112, fig. 1983 ","Atas Soc. Bot. Brasil, Secc. Rio de Janeiro",1983,Brazil (Southern America),83035-2,NA,NA,www.ipni.org/n/83035-2,tax_nov,IPNI,NA
Dorstenia brevipetiolata,Moraceae,Dorstenia,brevipetiolata,spec.,Proc. Kon. Ned. Akad. Wetensch. C 88(3): 264. 1985 ,Proc. Kon. Ned. Akad. Wetensch. C,1985,Brazil (Southern America),276023-2,NA,NA,www.ipni.org/n/276023-2,tax_nov,IPNI,NA
Dorstenia caatingae,Moraceae,Dorstenia,caatingae,spec.,Neodiversity 1(2): 14 (figs. 1-2). 2006 [25 Oct 2006] ,Neodiversity,2006,"Bahia (Brazil Northeast, Brazil, Southern America)",77085274-1,NA,NA,www.ipni.org/n/77085274-1,tax_nov,IPNI,NA
Dorstenia capricorniana,Moraceae,Dorstenia,capricorniana,spec.,Ci. & Cult. 28(3): 357. 1976 ,Ci. & Cult.,1976,"Dist. do Rio das Flores, 500-600 m, Rio de Janeiro (Brazil, Southern America)",83046-2,NA,HT. collected on 7 Oct 1971,www.ipni.org/n/83046-2,tax_nov,IPNI,NA
Dorstenia carautae,Moraceae,Dorstenia,carautae,spec.,"Proc. Kon. Ned. Akad. Wetensch. C 89(2): 136(-137), fig. 1986 ",Proc. Kon. Ned. Akad. Wetensch. C,1986,Brazil (Southern America),276024-2,NA,NA,www.ipni.org/n/276024-2,tax_nov,IPNI,NA
Dorstenia conceptionis,Moraceae,Dorstenia,conceptionis,spec.,"Bol. Mus. Bot. Munic. 17: 1-2, fig. 1974 ",Bol. Mus. Bot. Munic.,1974,"Mpio. de Itaguacu: Jatiboca, Espirito Santo (Brazil, Southern America)",301835-2,NA,NA,www.ipni.org/n/301835-2,tax_nov,IPNI,NA
Dorstenia contensis,Moraceae,Dorstenia,contensis,spec.,"Proc. Kon. Ned. Akad. Wetensch. C 88(3): 261(-263), fig. 1985 ",Proc. Kon. Ned. Akad. Wetensch. C,1985,Brazil (Southern America),276029-2,NA,NA,www.ipni.org/n/276029-2,tax_nov,IPNI,NA
Dorstenia dolichocaula,Moraceae,Dorstenia,dolichocaula,spec.,Repert. Spec. Nov. Regni Veg. 41: 222. 1937 ,Repert. Spec. Nov. Regni Veg.,1937,"Mpio. de Rezende, Maua, Vale do Rio Preto, Rio de Janeiro (Brazil, Southern America)",276030-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=222&rft.volume=41&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NT.: collected on 25 Jul 1971,www.ipni.org/n/276030-2,tax_nov,IPNI,NA
Dorstenia gracilis,Moraceae,Dorstenia,gracilis,spec.,"Bull. Torrey Bot. Club 103: 172 (-173), fig. 2. 1976 ",Bull. Torrey Bot. Club,1976,Brazil (Southern America),83077-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1976&rft.spage=172&rft.volume=103&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/83077-2,tax_nov,IPNI,NA
Dorstenia grazielae,Moraceae,Dorstenia,grazielae,spec.,"Atas Soc. Biol. Rio de Janeiro 16(2/3): 59, fig. 1973 ",Atas Soc. Biol. Rio de Janeiro,1973,"Parati, meio da Serra, Rio de Janeiro (Brazil, Southern America)",306505-2,NA,NA,www.ipni.org/n/306505-2,tax_nov,IPNI,NA
Dorstenia heringeri,Moraceae,Dorstenia,heringeri,spec.,"Bradea 2(5): 17 (-18), fig. 1975 ",Bradea,1975,"Distrito Federal (Brazil, Southern America)",83079-2,NA,NA,www.ipni.org/n/83079-2,tax_nov,IPNI,NA
Dorstenia hildegardis,Moraceae,Dorstenia,hildegardis,spec.,Revista Brasil. Biol. 38: 613. 1978 ,Revista Brasil. Biol.,1978,"Espirito Santo (Brazil, Southern America)",301938-2,NA,NA,www.ipni.org/n/301938-2,tax_nov,IPNI,NA
Dorstenia maris,Moraceae,Dorstenia,maris,spec.,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro 613. 1977 ","Trab. 26 Congr. Nac. Bot., Rio de Janeiro",1977,Brazil (Southern America),83089-2,NA,NA,www.ipni.org/n/83089-2,tax_nov,IPNI,NA
Dorstenia milaneziana,Moraceae,Dorstenia,milaneziana,spec.,"Bradea 1(48): 473[-476], fig. 1974 ",Bradea,1974,"Espirito Santo (Brazil, Southern America)",83090-2,NA,NA,www.ipni.org/n/83090-2,tax_nov,IPNI,NA
